"STATISTIC","STATISTIC Label","TLIST(Q1)","Quarter","C03349V04063","Eircode Output","UNIT","VALUE"
"NDQ07","New Dwelling Completion","20212","2021Q2","H54","H54: Tuam","Number","23"
"NDQ07","New Dwelling Completion","20212","2021Q2","H62","H62: Loughrea","Number","15"
"NDQ07","New Dwelling Completion","20212","2021Q2","H65","H65: Athenry","Number","4"
"NDQ07","New Dwelling Completion","20212","2021Q2","H71","H71: Clifden","Number","1"
"NDQ07","New Dwelling Completion","20212","2021Q2","H91","H91: Galway","Number","185"
"NDQ07","New Dwelling Completion","20212","2021Q2","K32","K32: Balbriggan","Number","59"
"NDQ07","New Dwelling Completion","20212","2021Q2","K34","K34: Skerries","Number","5"
"NDQ07","New Dwelling Completion","20212","2021Q2","K36","K36: Malahide","Number","28"
"NDQ07","New Dwelling Completion","20212","2021Q2","K45","K45: Lusk","Number","14"
"NDQ07","New Dwelling Completion","20212","2021Q2","K56","K56: Rush","Number","3"
"NDQ07","New Dwelling Completion","20212","2021Q2","K67","K67: Swords","Number","25"
"NDQ07","New Dwelling Completion","20212","2021Q2","K78","K78: Lucan","Number","132"
"NDQ07","New Dwelling Completion","20212","2021Q2","N37","N37: Athlone","Number","28"
"NDQ07","New Dwelling Completion","20212","2021Q2","N39","N39: Longford","Number","25"
"NDQ07","New Dwelling Completion","20212","2021Q2","N41","N41: Carrick-on-Shannon","Number","28"
"NDQ07","New Dwelling Completion","20212","2021Q2","N91","N91: Mullingar","Number","56"
"NDQ07","New Dwelling Completion","20212","2021Q2","P12","P12: Macroom","Number","57"
"NDQ07","New Dwelling Completion","20212","2021Q2","P14","P14: Crookstown","Number","3"
"NDQ07","New Dwelling Completion","20212","2021Q2","P17","P17: Kinsale","Number","23"
"NDQ07","New Dwelling Completion","20212","2021Q2","P24","P24: Cobh","Number","13"
"NDQ07","New Dwelling Completion","20212","2021Q2","P25","P25: Midleton","Number","47"
"NDQ07","New Dwelling Completion","20212","2021Q2","P31","P31: Ballincollig","Number","16"
"NDQ07","New Dwelling Completion","20212","2021Q2","P32","P32: Rylane","Number","0"
"NDQ07","New Dwelling Completion","20212","2021Q2","P36","P36: Youghal","Number","9"
"NDQ07","New Dwelling Completion","20212","2021Q2","P43","P43: Carrigaline","Number","47"
"NDQ07","New Dwelling Completion","20212","2021Q2","P47","P47: Dunmanway","Number","8"
"NDQ07","New Dwelling Completion","20212","2021Q2","P51","P51: Mallow","Number","43"
"NDQ07","New Dwelling Completion","20212","2021Q2","P56","P56: Charleville","Number","3"
"NDQ07","New Dwelling Completion","20212","2021Q2","P61","P61: Fermoy","Number","12"
"NDQ07","New Dwelling Completion","20212","2021Q2","P67","P67: Mitchelstown","Number","8"
"NDQ07","New Dwelling Completion","20212","2021Q2","P72","P72: Bandon","Number","9"
"NDQ07","New Dwelling Completion","20212","2021Q2","P75","P75: Bantry","Number","6"
"NDQ07","New Dwelling Completion","20212","2021Q2","P81","P81: Skibbereen","Number","40"
"NDQ07","New Dwelling Completion","20212","2021Q2","P85","P85: Clonakilty","Number","51"
"NDQ07","New Dwelling Completion","20212","2021Q2","R14","R14: Athy","Number","7"
"NDQ07","New Dwelling Completion","20212","2021Q2","R21","R21: Mhuine Bheag","Number","5"
"NDQ07","New Dwelling Completion","20212","2021Q2","R32","R32: Portlaoise","Number","54"
"NDQ07","New Dwelling Completion","20212","2021Q2","R35","R35: Tullamore","Number","27"
"NDQ07","New Dwelling Completion","20212","2021Q2","R42","R42: Birr","Number","10"
"NDQ07","New Dwelling Completion","20212","2021Q2","R45","R45: Edenderry","Number","1"
"NDQ07","New Dwelling Completion","20212","2021Q2","R51","R51: Kildare","Number","83"
"NDQ07","New Dwelling Completion","20212","2021Q2","R56","R56: Curragh","Number","7"
"NDQ07","New Dwelling Completion","20212","2021Q2","R93","R93: Carlow","Number","101"
"NDQ07","New Dwelling Completion","20212","2021Q2","R95","R95: Kilkenny","Number","81"
"NDQ07","New Dwelling Completion","20212","2021Q2","T12","T12: Cork Southside","Number","32"
"NDQ07","New Dwelling Completion","20212","2021Q2","T23","T23: Cork Northside","Number","89"
"NDQ07","New Dwelling Completion","20212","2021Q2","T34","T34: Carrignavar","Number","1"
"NDQ07","New Dwelling Completion","20212","2021Q2","T45","T45: Glanmire","Number","44"
"NDQ07","New Dwelling Completion","20212","2021Q2","T56","T56: Watergrasshill","Number","18"
"NDQ07","New Dwelling Completion","20212","2021Q2","V14","V14: Shannon","Number","52"
"NDQ07","New Dwelling Completion","20212","2021Q2","V15","V15: Kilrush","Number","10"
"NDQ07","New Dwelling Completion","20212","2021Q2","V23","V23: Caherciveen","Number","6"
"NDQ07","New Dwelling Completion","20212","2021Q2","V31","V31: Listowel","Number","15"
"NDQ07","New Dwelling Completion","20212","2021Q2","V35","V35: Kilmallock","Number","11"
"NDQ07","New Dwelling Completion","20212","2021Q2","V42","V42: Newcastle West","Number","4"
"NDQ07","New Dwelling Completion","20212","2021Q2","V92","V92: Tralee","Number","29"
"NDQ07","New Dwelling Completion","20212","2021Q2","V93","V93: Killarney","Number","40"
"NDQ07","New Dwelling Completion","20212","2021Q2","V94","V94: Limerick","Number","135"
"NDQ07","New Dwelling Completion","20212","2021Q2","V95","V95: Ennis","Number","46"
"NDQ07","New Dwelling Completion","20212","2021Q2","W12","W12: Newbridge","Number","50"
"NDQ07","New Dwelling Completion","20212","2021Q2","W23","W23: Celbridge","Number","206"
"NDQ07","New Dwelling Completion","20212","2021Q2","W34","W34: Monasterevin","Number","15"
"NDQ07","New Dwelling Completion","20212","2021Q2","W91","W91: Naas","Number","161"
"NDQ07","New Dwelling Completion","20212","2021Q2","X35","X35: Dungarvan","Number","15"
"NDQ07","New Dwelling Completion","20212","2021Q2","X42","X42: Kilmacthomas","Number","8"
"NDQ07","New Dwelling Completion","20212","2021Q2","X91","X91: Waterford","Number","120"
"NDQ07","New Dwelling Completion","20212","2021Q2","Y14","Y14: Arklow","Number","9"
"NDQ07","New Dwelling Completion","20212","2021Q2","Y21","Y21: Enniscorthy","Number","63"
"NDQ07","New Dwelling Completion","20212","2021Q2","Y25","Y25: Gorey","Number","29"
"NDQ07","New Dwelling Completion","20212","2021Q2","Y34","Y34: New Ross","Number","9"
"NDQ07","New Dwelling Completion","20212","2021Q2","Y35","Y35: Wexford","Number","90"
"NDQ07","New Dwelling Completion","20213","2021Q3","-","All","Number","4647"
"NDQ07","New Dwelling Completion","20213","2021Q3","A41","A41: Ballyboughal","Number","0"
"NDQ07","New Dwelling Completion","20213","2021Q3","A42","A42: Garristown","Number","2"
"NDQ07","New Dwelling Completion","20213","2021Q3","A45","A45: Oldtown","Number","0"
"NDQ07","New Dwelling Completion","20213","2021Q3","A63","A63: Greystones","Number","72"
"NDQ07","New Dwelling Completion","20213","2021Q3","A67","A67: Wicklow","Number","58"
"NDQ07","New Dwelling Completion","20213","2021Q3","A75","A75: Castleblaney","Number","13"
"NDQ07","New Dwelling Completion","20213","2021Q3","A81","A81: Carrickmacross","Number","6"
"NDQ07","New Dwelling Completion","20213","2021Q3","A82","A82: Kells","Number","23"
"NDQ07","New Dwelling Completion","20213","2021Q3","A83","A83: Enfield","Number","18"
"NDQ07","New Dwelling Completion","20213","2021Q3","A84","A84: Ashbourne","Number","2"
"NDQ07","New Dwelling Completion","20213","2021Q3","A85","A85: Dunshaughlin","Number","48"
"NDQ07","New Dwelling Completion","20213","2021Q3","A86","A86: Dunboyne","Number","11"
"NDQ07","New Dwelling Completion","20213","2021Q3","A91","A91: Dundalk","Number","90"
"NDQ07","New Dwelling Completion","20213","2021Q3","A92","A92: Drogheda","Number","152"
"NDQ07","New Dwelling Completion","20213","2021Q3","A94","A94: Blackrock","Number","3"
"NDQ07","New Dwelling Completion","20213","2021Q3","A96","A96: Glenageary","Number","73"
"NDQ07","New Dwelling Completion","20213","2021Q3","A98","A98: Bray","Number","76"
"NDQ07","New Dwelling Completion","20213","2021Q3","C15","C15: Navan","Number","55"
"NDQ07","New Dwelling Completion","20213","2021Q3","D01","D01: Dublin 1","Number","92"
"NDQ07","New Dwelling Completion","20213","2021Q3","D02","D02: Dublin 2","Number","57"
"NDQ07","New Dwelling Completion","20213","2021Q3","D03","D03: Dublin 3","Number","9"
"NDQ07","New Dwelling Completion","20213","2021Q3","D04","D04: Dublin 4","Number","23"
"NDQ07","New Dwelling Completion","20213","2021Q3","D05","D05: Dublin 5","Number","1"
"NDQ07","New Dwelling Completion","20213","2021Q3","D06","D06: Dublin 6","Number","12"
"NDQ07","New Dwelling Completion","20213","2021Q3","D07","D07: Dublin 7","Number","47"
"NDQ07","New Dwelling Completion","20213","2021Q3","D08","D08: Dublin 8","Number","29"
"NDQ07","New Dwelling Completion","20213","2021Q3","D09","D09: Dublin 9","Number","5"
"NDQ07","New Dwelling Completion","20213","2021Q3","D10","D10: Dublin 10","Number","0"
"NDQ07","New Dwelling Completion","20213","2021Q3","D11","D11: Dublin 11","Number","66"
"NDQ07","New Dwelling Completion","20213","2021Q3","D12","D12: Dublin 12","Number","7"
"NDQ07","New Dwelling Completion","20213","2021Q3","D13","D13: Dublin 13","Number","137"
"NDQ07","New Dwelling Completion","20213","2021Q3","D14","D14: Dublin 14","Number","16"
"NDQ07","New Dwelling Completion","20213","2021Q3","D15","D15: Dublin 15","Number","165"
"NDQ07","New Dwelling Completion","20213","2021Q3","D16","D16: Dublin 16","Number","3"
"NDQ07","New Dwelling Completion","20213","2021Q3","D17","D17: Dublin 17","Number","5"
"NDQ07","New Dwelling Completion","20213","2021Q3","D18","D18: Dublin 18","Number","232"
"NDQ07","New Dwelling Completion","20213","2021Q3","D20","D20: Dublin 20","Number","9"
"NDQ07","New Dwelling Completion","20213","2021Q3","D22","D22: Dublin 22","Number","30"
"NDQ07","New Dwelling Completion","20213","2021Q3","D24","D24: Dublin 24","Number","78"
"NDQ07","New Dwelling Completion","20213","2021Q3","D6W","D6W: Dublin 6W","Number","3"
"NDQ07","New Dwelling Completion","20213","2021Q3","E21","E21: Cahir","Number","3"
"NDQ07","New Dwelling Completion","20213","2021Q3","E25","E25: Cashel","Number","2"
"NDQ07","New Dwelling Completion","20213","2021Q3","E32","E32: Carrick-on-Suir","Number","13"
"NDQ07","New Dwelling Completion","20213","2021Q3","E34","E34: Tipperary","Number","9"
"NDQ07","New Dwelling Completion","20213","2021Q3","E41","E41: Thurles","Number","12"
"NDQ07","New Dwelling Completion","20213","2021Q3","E45","E45: Nenagh","Number","11"
"NDQ07","New Dwelling Completion","20213","2021Q3","E53","E53: Roscrea","Number","11"
"NDQ07","New Dwelling Completion","20213","2021Q3","E91","E91: Clonmel","Number","10"
"NDQ07","New Dwelling Completion","20213","2021Q3","F12","F12: Claremorris","Number","11"
"NDQ07","New Dwelling Completion","20213","2021Q3","F23","F23: Castlebar","Number","23"
"NDQ07","New Dwelling Completion","20213","2021Q3","F26","F26: Ballina","Number","28"
"NDQ07","New Dwelling Completion","20213","2021Q3","F28","F28: Westport","Number","24"
"NDQ07","New Dwelling Completion","20213","2021Q3","F31","F31: Ballinrobe","Number","3"
"NDQ07","New Dwelling Completion","20213","2021Q3","F35","F35: Ballyhaunis","Number","3"
"NDQ07","New Dwelling Completion","20213","2021Q3","F42","F42: Roscommon","Number","14"
"NDQ07","New Dwelling Completion","20213","2021Q3","F45","F45: Castlerea","Number","12"
"NDQ07","New Dwelling Completion","20213","2021Q3","F52","F52: Boyle","Number","4"
"NDQ07","New Dwelling Completion","20213","2021Q3","F56","F56: Ballymote","Number","8"
"NDQ07","New Dwelling Completion","20213","2021Q3","F91","F91: Sligo","Number","31"
"NDQ07","New Dwelling Completion","20213","2021Q3","F92","F92: Letterkenny","Number","52"
"NDQ07","New Dwelling Completion","20213","2021Q3","F93","F93: Lifford","Number","25"
"NDQ07","New Dwelling Completion","20213","2021Q3","F94","F94: Donegal","Number","32"
"NDQ07","New Dwelling Completion","20213","2021Q3","H12","H12: Cavan","Number","14"
"NDQ07","New Dwelling Completion","20213","2021Q3","H14","H14: Belturbet","Number","5"
"NDQ07","New Dwelling Completion","20213","2021Q3","H16","H16: Cootehill","Number","4"
"NDQ07","New Dwelling Completion","20213","2021Q3","H18","H18: Monaghan","Number","17"
"NDQ07","New Dwelling Completion","20213","2021Q3","H23","H23: Clones","Number","1"
"NDQ07","New Dwelling Completion","20213","2021Q3","H53","H53: Ballinasloe","Number","25"
"NDQ07","New Dwelling Completion","20213","2021Q3","H54","H54: Tuam","Number","22"
"NDQ07","New Dwelling Completion","20213","2021Q3","H62","H62: Loughrea","Number","9"
"NDQ07","New Dwelling Completion","20213","2021Q3","H65","H65: Athenry","Number","8"
"NDQ07","New Dwelling Completion","20213","2021Q3","H71","H71: Clifden","Number","3"
"NDQ07","New Dwelling Completion","20213","2021Q3","H91","H91: Galway","Number","175"
"NDQ07","New Dwelling Completion","20213","2021Q3","K32","K32: Balbriggan","Number","19"
"NDQ07","New Dwelling Completion","20213","2021Q3","K34","K34: Skerries","Number","6"
"NDQ07","New Dwelling Completion","20213","2021Q3","K36","K36: Malahide","Number","52"
"NDQ07","New Dwelling Completion","20213","2021Q3","K45","K45: Lusk","Number","26"
"NDQ07","New Dwelling Completion","20213","2021Q3","K56","K56: Rush","Number","9"
"NDQ07","New Dwelling Completion","20213","2021Q3","K67","K67: Swords","Number","9"
"NDQ07","New Dwelling Completion","20213","2021Q3","K78","K78: Lucan","Number","29"
"NDQ07","New Dwelling Completion","20213","2021Q3","N37","N37: Athlone","Number","17"
"NDQ07","New Dwelling Completion","20213","2021Q3","N39","N39: Longford","Number","35"
"NDQ07","New Dwelling Completion","20213","2021Q3","N41","N41: Carrick-on-Shannon","Number","25"
"NDQ07","New Dwelling Completion","20213","2021Q3","N91","N91: Mullingar","Number","35"
"NDQ07","New Dwelling Completion","20213","2021Q3","P12","P12: Macroom","Number","38"
"NDQ07","New Dwelling Completion","20213","2021Q3","P14","P14: Crookstown","Number","2"
"NDQ07","New Dwelling Completion","20213","2021Q3","P17","P17: Kinsale","Number","10"
"NDQ07","New Dwelling Completion","20213","2021Q3","P24","P24: Cobh","Number","18"
"NDQ07","New Dwelling Completion","20213","2021Q3","P25","P25: Midleton","Number","44"
"NDQ07","New Dwelling Completion","20213","2021Q3","P31","P31: Ballincollig","Number","28"
"NDQ07","New Dwelling Completion","20213","2021Q3","P32","P32: Rylane","Number","8"
"NDQ07","New Dwelling Completion","20213","2021Q3","P36","P36: Youghal","Number","19"
"NDQ07","New Dwelling Completion","20213","2021Q3","P43","P43: Carrigaline","Number","48"
"NDQ07","New Dwelling Completion","20213","2021Q3","P47","P47: Dunmanway","Number","8"
"NDQ07","New Dwelling Completion","20213","2021Q3","P51","P51: Mallow","Number","36"
"NDQ07","New Dwelling Completion","20213","2021Q3","P56","P56: Charleville","Number","4"
"NDQ07","New Dwelling Completion","20213","2021Q3","P61","P61: Fermoy","Number","2"
"NDQ07","New Dwelling Completion","20213","2021Q3","P67","P67: Mitchelstown","Number","4"
"NDQ07","New Dwelling Completion","20213","2021Q3","P72","P72: Bandon","Number","17"
"NDQ07","New Dwelling Completion","20213","2021Q3","P75","P75: Bantry","Number","12"
"NDQ07","New Dwelling Completion","20213","2021Q3","P81","P81: Skibbereen","Number","21"
"NDQ07","New Dwelling Completion","20213","2021Q3","P85","P85: Clonakilty","Number","58"
"NDQ07","New Dwelling Completion","20213","2021Q3","R14","R14: Athy","Number","5"
"NDQ07","New Dwelling Completion","20213","2021Q3","R21","R21: Mhuine Bheag","Number","0"
"NDQ07","New Dwelling Completion","20213","2021Q3","R32","R32: Portlaoise","Number","83"
"NDQ07","New Dwelling Completion","20213","2021Q3","R35","R35: Tullamore","Number","47"
"NDQ07","New Dwelling Completion","20213","2021Q3","R42","R42: Birr","Number","8"
"NDQ07","New Dwelling Completion","20213","2021Q3","R45","R45: Edenderry","Number","1"
"NDQ07","New Dwelling Completion","20213","2021Q3","R51","R51: Kildare","Number","46"
"NDQ07","New Dwelling Completion","20213","2021Q3","R56","R56: Curragh","Number","5"
"NDQ07","New Dwelling Completion","20213","2021Q3","R93","R93: Carlow","Number","64"
"NDQ07","New Dwelling Completion","20213","2021Q3","R95","R95: Kilkenny","Number","65"
"NDQ07","New Dwelling Completion","20213","2021Q3","T12","T12: Cork Southside","Number","53"
"NDQ07","New Dwelling Completion","20213","2021Q3","T23","T23: Cork Northside","Number","51"
"NDQ07","New Dwelling Completion","20213","2021Q3","T34","T34: Carrignavar","Number","4"
"NDQ07","New Dwelling Completion","20213","2021Q3","T45","T45: Glanmire","Number","54"
"NDQ07","New Dwelling Completion","20213","2021Q3","T56","T56: Watergrasshill","Number","26"
"NDQ07","New Dwelling Completion","20213","2021Q3","V14","V14: Shannon","Number","1"
"NDQ07","New Dwelling Completion","20213","2021Q3","V15","V15: Kilrush","Number","8"
"NDQ07","New Dwelling Completion","20213","2021Q3","V23","V23: Caherciveen","Number","4"
"NDQ07","New Dwelling Completion","20213","2021Q3","V31","V31: Listowel","Number","26"
"NDQ07","New Dwelling Completion","20213","2021Q3","V35","V35: Kilmallock","Number","16"
"NDQ07","New Dwelling Completion","20213","2021Q3","V42","V42: Newcastle West","Number","4"
"NDQ07","New Dwelling Completion","20213","2021Q3","V92","V92: Tralee","Number","40"
"NDQ07","New Dwelling Completion","20213","2021Q3","V93","V93: Killarney","Number","38"
"NDQ07","New Dwelling Completion","20213","2021Q3","V94","V94: Limerick","Number","137"
"NDQ07","New Dwelling Completion","20213","2021Q3","V95","V95: Ennis","Number","65"
"NDQ07","New Dwelling Completion","20213","2021Q3","W12","W12: Newbridge","Number","75"
"NDQ07","New Dwelling Completion","20213","2021Q3","W23","W23: Celbridge","Number","231"
"NDQ07","New Dwelling Completion","20213","2021Q3","W34","W34: Monasterevin","Number","8"
"NDQ07","New Dwelling Completion","20213","2021Q3","W91","W91: Naas","Number","201"
"NDQ07","New Dwelling Completion","20213","2021Q3","X35","X35: Dungarvan","Number","15"
"NDQ07","New Dwelling Completion","20213","2021Q3","X42","X42: Kilmacthomas","Number","4"
"NDQ07","New Dwelling Completion","20213","2021Q3","X91","X91: Waterford","Number","114"
"NDQ07","New Dwelling Completion","20213","2021Q3","Y14","Y14: Arklow","Number","16"
"NDQ07","New Dwelling Completion","20213","2021Q3","Y21","Y21: Enniscorthy","Number","52"
"NDQ07","New Dwelling Completion","20213","2021Q3","Y25","Y25: Gorey","Number","32"
"NDQ07","New Dwelling Completion","20213","2021Q3","Y34","Y34: New Ross","Number","15"
"NDQ07","New Dwelling Completion","20213","2021Q3","Y35","Y35: Wexford","Number","42"
"NDQ07","New Dwelling Completion","20214","2021Q4","-","All","Number","6957"
"NDQ07","New Dwelling Completion","20214","2021Q4","A41","A41: Ballyboughal","Number","1"
"NDQ07","New Dwelling Completion","20214","2021Q4","A42","A42: Garristown","Number","5"
"NDQ07","New Dwelling Completion","20214","2021Q4","A45","A45: Oldtown","Number","1"
"NDQ07","New Dwelling Completion","20214","2021Q4","A63","A63: Greystones","Number","102"
"NDQ07","New Dwelling Completion","20214","2021Q4","A67","A67: Wicklow","Number","51"
"NDQ07","New Dwelling Completion","20214","2021Q4","A75","A75: Castleblaney","Number","12"
"NDQ07","New Dwelling Completion","20214","2021Q4","A81","A81: Carrickmacross","Number","31"
"NDQ07","New Dwelling Completion","20214","2021Q4","A82","A82: Kells","Number","49"
"NDQ07","New Dwelling Completion","20214","2021Q4","A83","A83: Enfield","Number","26"
"NDQ07","New Dwelling Completion","20214","2021Q4","A84","A84: Ashbourne","Number","18"
"NDQ07","New Dwelling Completion","20214","2021Q4","A85","A85: Dunshaughlin","Number","49"
"NDQ07","New Dwelling Completion","20214","2021Q4","A86","A86: Dunboyne","Number","13"
"NDQ07","New Dwelling Completion","20214","2021Q4","A91","A91: Dundalk","Number","100"
"NDQ07","New Dwelling Completion","20214","2021Q4","A92","A92: Drogheda","Number","215"
"NDQ07","New Dwelling Completion","20214","2021Q4","A94","A94: Blackrock","Number","35"
"NDQ07","New Dwelling Completion","20214","2021Q4","A96","A96: Glenageary","Number","201"
"NDQ07","New Dwelling Completion","20214","2021Q4","A98","A98: Bray","Number","49"
"NDQ07","New Dwelling Completion","20214","2021Q4","C15","C15: Navan","Number","151"
"NDQ07","New Dwelling Completion","20214","2021Q4","D01","D01: Dublin 1","Number","101"
"NDQ07","New Dwelling Completion","20214","2021Q4","D02","D02: Dublin 2","Number","98"
"NDQ07","New Dwelling Completion","20214","2021Q4","D03","D03: Dublin 3","Number","86"
"NDQ07","New Dwelling Completion","20214","2021Q4","D04","D04: Dublin 4","Number","46"
"NDQ07","New Dwelling Completion","20214","2021Q4","D05","D05: Dublin 5","Number","82"
"NDQ07","New Dwelling Completion","20214","2021Q4","D06","D06: Dublin 6","Number","18"
"NDQ07","New Dwelling Completion","20214","2021Q4","D07","D07: Dublin 7","Number","93"
"NDQ07","New Dwelling Completion","20214","2021Q4","D08","D08: Dublin 8","Number","62"
"NDQ07","New Dwelling Completion","20214","2021Q4","D09","D09: Dublin 9","Number","163"
"NDQ07","New Dwelling Completion","20214","2021Q4","D10","D10: Dublin 10","Number","2"
"NDQ07","New Dwelling Completion","20214","2021Q4","D11","D11: Dublin 11","Number","221"
"NDQ07","New Dwelling Completion","20214","2021Q4","D12","D12: Dublin 12","Number","59"
"NDQ07","New Dwelling Completion","20214","2021Q4","D13","D13: Dublin 13","Number","164"
"NDQ07","New Dwelling Completion","20214","2021Q4","D14","D14: Dublin 14","Number","33"
"NDQ07","New Dwelling Completion","20214","2021Q4","D15","D15: Dublin 15","Number","202"
"NDQ07","New Dwelling Completion","20214","2021Q4","D16","D16: Dublin 16","Number","81"
"NDQ07","New Dwelling Completion","20214","2021Q4","D17","D17: Dublin 17","Number","58"
"NDQ07","New Dwelling Completion","20214","2021Q4","D18","D18: Dublin 18","Number","338"
"NDQ07","New Dwelling Completion","20214","2021Q4","D20","D20: Dublin 20","Number","1"
"NDQ07","New Dwelling Completion","20214","2021Q4","D22","D22: Dublin 22","Number","57"
"NDQ07","New Dwelling Completion","20214","2021Q4","D24","D24: Dublin 24","Number","93"
"NDQ07","New Dwelling Completion","20214","2021Q4","D6W","D6W: Dublin 6W","Number","1"
"NDQ07","New Dwelling Completion","20214","2021Q4","E21","E21: Cahir","Number","8"
"NDQ07","New Dwelling Completion","20214","2021Q4","E25","E25: Cashel","Number","8"
"NDQ07","New Dwelling Completion","20214","2021Q4","E32","E32: Carrick-on-Suir","Number","6"
"NDQ07","New Dwelling Completion","20214","2021Q4","E34","E34: Tipperary","Number","9"
"NDQ07","New Dwelling Completion","20214","2021Q4","E41","E41: Thurles","Number","32"
"NDQ07","New Dwelling Completion","20214","2021Q4","E45","E45: Nenagh","Number","37"
"NDQ07","New Dwelling Completion","20214","2021Q4","E53","E53: Roscrea","Number","0"
"NDQ07","New Dwelling Completion","20214","2021Q4","E91","E91: Clonmel","Number","15"
"NDQ07","New Dwelling Completion","20214","2021Q4","F12","F12: Claremorris","Number","21"
"NDQ07","New Dwelling Completion","20214","2021Q4","F23","F23: Castlebar","Number","31"
"NDQ07","New Dwelling Completion","20214","2021Q4","F26","F26: Ballina","Number","41"
"NDQ07","New Dwelling Completion","20214","2021Q4","F28","F28: Westport","Number","24"
"NDQ07","New Dwelling Completion","20214","2021Q4","F31","F31: Ballinrobe","Number","6"
"NDQ07","New Dwelling Completion","20214","2021Q4","F35","F35: Ballyhaunis","Number","1"
"NDQ07","New Dwelling Completion","20214","2021Q4","F42","F42: Roscommon","Number","20"
"NDQ07","New Dwelling Completion","20214","2021Q4","F45","F45: Castlerea","Number","10"
"NDQ07","New Dwelling Completion","20214","2021Q4","F52","F52: Boyle","Number","3"
"NDQ07","New Dwelling Completion","20214","2021Q4","F56","F56: Ballymote","Number","7"
"NDQ07","New Dwelling Completion","20214","2021Q4","F91","F91: Sligo","Number","38"
"NDQ07","New Dwelling Completion","20214","2021Q4","F92","F92: Letterkenny","Number","52"
"NDQ07","New Dwelling Completion","20214","2021Q4","F93","F93: Lifford","Number","51"
"NDQ07","New Dwelling Completion","20214","2021Q4","F94","F94: Donegal","Number","59"
"NDQ07","New Dwelling Completion","20214","2021Q4","H12","H12: Cavan","Number","13"
"NDQ07","New Dwelling Completion","20214","2021Q4","H14","H14: Belturbet","Number","7"
"NDQ07","New Dwelling Completion","20214","2021Q4","H16","H16: Cootehill","Number","4"
"NDQ07","New Dwelling Completion","20214","2021Q4","H18","H18: Monaghan","Number","24"
"NDQ07","New Dwelling Completion","20214","2021Q4","H23","H23: Clones","Number","1"
"NDQ07","New Dwelling Completion","20214","2021Q4","H53","H53: Ballinasloe","Number","21"
"NDQ07","New Dwelling Completion","20214","2021Q4","H54","H54: Tuam","Number","27"
"NDQ07","New Dwelling Completion","20214","2021Q4","H62","H62: Loughrea","Number","20"
"NDQ07","New Dwelling Completion","20214","2021Q4","H65","H65: Athenry","Number","19"
"NDQ07","New Dwelling Completion","20214","2021Q4","H71","H71: Clifden","Number","0"
"NDQ07","New Dwelling Completion","20214","2021Q4","H91","H91: Galway","Number","143"
"NDQ07","New Dwelling Completion","20214","2021Q4","K32","K32: Balbriggan","Number","65"
"NDQ07","New Dwelling Completion","20214","2021Q4","K34","K34: Skerries","Number","10"
"NDQ07","New Dwelling Completion","20214","2021Q4","K36","K36: Malahide","Number","83"
"NDQ07","New Dwelling Completion","20214","2021Q4","K45","K45: Lusk","Number","35"
"NDQ07","New Dwelling Completion","20214","2021Q4","K56","K56: Rush","Number","6"
"NDQ07","New Dwelling Completion","20214","2021Q4","K67","K67: Swords","Number","15"
"NDQ07","New Dwelling Completion","20214","2021Q4","K78","K78: Lucan","Number","69"
"NDQ07","New Dwelling Completion","20214","2021Q4","N37","N37: Athlone","Number","22"
"NDQ07","New Dwelling Completion","20214","2021Q4","N39","N39: Longford","Number","62"
"NDQ07","New Dwelling Completion","20214","2021Q4","N41","N41: Carrick-on-Shannon","Number","21"
"NDQ07","New Dwelling Completion","20214","2021Q4","N91","N91: Mullingar","Number","32"
"NDQ07","New Dwelling Completion","20214","2021Q4","P12","P12: Macroom","Number","35"
"NDQ07","New Dwelling Completion","20214","2021Q4","P14","P14: Crookstown","Number","9"
"NDQ07","New Dwelling Completion","20214","2021Q4","P17","P17: Kinsale","Number","19"
"NDQ07","New Dwelling Completion","20214","2021Q4","P24","P24: Cobh","Number","20"
"NDQ07","New Dwelling Completion","20214","2021Q4","P25","P25: Midleton","Number","23"
"NDQ07","New Dwelling Completion","20214","2021Q4","P31","P31: Ballincollig","Number","18"
"NDQ07","New Dwelling Completion","20214","2021Q4","P32","P32: Rylane","Number","2"
"NDQ07","New Dwelling Completion","20214","2021Q4","P36","P36: Youghal","Number","13"
"NDQ07","New Dwelling Completion","20214","2021Q4","P43","P43: Carrigaline","Number","75"
"NDQ07","New Dwelling Completion","20214","2021Q4","P47","P47: Dunmanway","Number","15"
"NDQ07","New Dwelling Completion","20214","2021Q4","P51","P51: Mallow","Number","34"
"NDQ07","New Dwelling Completion","20214","2021Q4","P56","P56: Charleville","Number","16"
"NDQ07","New Dwelling Completion","20214","2021Q4","P61","P61: Fermoy","Number","4"
"NDQ07","New Dwelling Completion","20214","2021Q4","P67","P67: Mitchelstown","Number","5"
"NDQ07","New Dwelling Completion","20214","2021Q4","P72","P72: Bandon","Number","25"
"NDQ07","New Dwelling Completion","20214","2021Q4","P75","P75: Bantry","Number","7"
"NDQ07","New Dwelling Completion","20214","2021Q4","P81","P81: Skibbereen","Number","13"
"NDQ07","New Dwelling Completion","20214","2021Q4","P85","P85: Clonakilty","Number","16"
"NDQ07","New Dwelling Completion","20214","2021Q4","R14","R14: Athy","Number","16"
"NDQ07","New Dwelling Completion","20214","2021Q4","R21","R21: Mhuine Bheag","Number","1"
